School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2018 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2018 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2018,Test Partcipation ELA 2018 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2018 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2014,State Percent Proficient ELA 2014,District Percent Proficient Mathematics 2014,State Percent Proficient Mathematics 2014,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,Notes,Notes,Change Outlier Note,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2017-18,2856,  NA,Cooperative Ed Serv Agcy 10,Ladysmith,71.7,Meets Expectations,K4,12,NA,786,1.10%,2.00%,1.40%,2.50%,0.00%,89.20%,3.70%,14.80%,53.20%,0.10%,0.00%,5.70%,67.5,32.8,34.7,64.1,27.3,36.8,70.2,15.8,18.2,11.2,25,36.2,86.6,36.7,36.7,6.7,6.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,99.30%,99%,99.30%,Lowest Subgroup Rate: SwD,98.50%,98.10%,98.50%,98.60%,12.90%,37.10%,25.00%,25.00%,0.351,0.367,0.462,0.488,0.536,0.521,0.477,0.44,0.468,0.424,0.476,0.41,0.449,0.435,0.52,0.412,0.409,0.415,0.489,0.42,NA,NA,,,NA,K-12,10,NA,Ladysmith,Public school district,N,N
2017-18,2891,  NA,Cooperative Ed Serv Agcy 10,Lake Holcombe,65.2,Meets Expectations,K4,12,NA,323,0.00%,0.60%,0.60%,1.90%,0.00%,92.90%,4.00%,14.90%,43.00%,0.00%,0.00%,4.00%,59,29.9,29.1,57.5,34,23.5,57.7,29.1,28.6,NA,NA,NA,86.9,38.5,37.7,6,4.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,100%,100%,100%,Lowest Subgroup Rate: White,100%,100%,100%,100%,19.70%,30.30%,25.00%,25.00%,0.401,0.367,0.519,0.488,0.461,0.521,0.435,0.44,0.356,0.424,0.52,0.41,0.407,0.435,0.302,0.412,0.314,0.415,0.296,0.42,NA,NA,,,NA,K-12,10,Rural,Holcombe,Public school district,N,N
2017-18,3206,  NA,Cooperative Ed Serv Agcy 10,Loyal,70.9,Meets Expectations,K4,12,NA,514,0.20%,0.20%,0.40%,8.20%,0.00%,88.70%,2.30%,9.50%,46.70%,4.30%,0.00%,3.10%,60.9,30,30.9,62.2,29.2,33,71.8,35.3,36.5,NA,NA,NA,88.1,38.5,38.3,6.8,4.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.90%,99.60%,99.90%,Lowest Subgroup Rate: SwD,96.20%,98.60%,96.20%,98.60%,17.20%,32.80%,25.00%,25.00%,0.357,0.367,0.532,0.488,0.482,0.521,0.406,0.44,0.378,0.424,0.349,0.41,0.369,0.435,0.392,0.412,0.361,0.415,0.41,0.42,NA,NA,,,NA,K-12,10,Rural,Loyal,Public school district,N,N
2017-18,3409,  NA,Cooperative Ed Serv Agcy 10,Medford Area Public,68.8,Meets Expectations,K4,12,NA,"2,165",0.40%,0.30%,0.60%,5.00%,0.00%,92.70%,1.00%,14.80%,35.60%,1.60%,0.30%,1.70%,68.1,33.5,34.6,60.3,32.1,28.2,59.3,17.1,13.8,14.5,13.9,28.4,87.7,37.6,37.9,6.5,5.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,96.20%,98.30%,96.20%,98.30%,Lowest Subgroup Rate: SwD,85.50%,93.10%,85.50%,93.10%,24.60%,25.40%,25.00%,25.00%,0.375,0.367,0.534,0.488,0.507,0.521,0.507,0.44,0.461,0.424,0.504,0.41,0.474,0.435,0.452,0.412,0.397,0.415,0.469,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Rural Virtual Academy.,NA,K-12,10,NA,Medford,Public school district,N,N
2017-18,3668,  NA,Cooperative Ed Serv Agcy 10,Mondovi,73.7,Exceeds Expectations,K4,12,NA,976,0.10%,0.50%,0.80%,2.60%,0.10%,93.90%,2.00%,16.20%,35.70%,0.50%,0.00%,2.50%,66.2,35.5,30.7,72.7,37.8,34.9,66.6,17.5,17.1,NA,32,32,89.1,38.4,38.2,6.5,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,50,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.70%,99.80%,99.60%,Lowest Subgroup Rate: SwD,98.60%,97.90%,98.60%,97.90%,24.50%,25.50%,25.00%,25.00%,0.458,0.367,0.503,0.488,0.594,0.521,0.441,0.44,0.514,0.424,0.406,0.41,0.521,0.435,0.402,0.412,0.451,0.415,0.41,0.42,NA,NA,,,NA,K-12,10,Rural,Mondovi,Public school district,N,N
2017-18,3899,  NA,Cooperative Ed Serv Agcy 10,Neillsville,73.8,Exceeds Expectations,K4,12,NA,935,1.40%,1.00%,2.00%,5.10%,0.10%,90.20%,0.20%,15.50%,39.80%,1.90%,0.10%,3.40%,60.2,30.2,30,67.9,31.1,36.8,79.1,18.2,20.5,15.4,25,40.4,86.9,38,37.9,6.2,4.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.40%,99.60%,99.40%,Lowest Subgroup Rate: White,99.80%,99.40%,99.80%,99.50%,21.80%,28.20%,25.00%,25.00%,0.339,0.367,0.55,0.488,0.448,0.521,0.391,0.44,0.338,0.424,0.328,0.41,0.387,0.435,0.387,0.412,0.395,0.415,0.404,0.42,NA,NA,,,NA,K-12,10,Rural,Neillsville,Public school district,N,N
2017-18,3920,  NA,Cooperative Ed Serv Agcy 10,New Auburn,57.6,Meets Few Expectations,K4,12,NA,328,0.00%,0.00%,0.30%,2.10%,0.00%,93.60%,4.00%,15.90%,41.80%,0.00%,0.00%,5.20%,56.2,26.4,29.8,39.4,17.8,21.6,53.6,22.4,31.2,NA,NA,NA,84.3,NA,76.1,5.8,2.4,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,100%,100%,100%,Lowest Subgroup Rate: White,100%,100%,100%,100%,20.50%,29.50%,25.00%,25.00%,0.345,0.367,0.414,0.488,0.521,0.521,0.418,0.44,0.32,0.424,0.393,0.41,0.313,0.435,0.38,0.412,0.23,0.415,0.406,0.42,NA,NA,,,NA,K-12,10,Rural,New Auburn,Public school district,N,N
2017-18,4186,  NA,Cooperative Ed Serv Agcy 10,Osseo-Fairchild,75,Exceeds Expectations,K4,12,NA,828,1.30%,0.70%,0.60%,2.30%,0.00%,93.60%,1.40%,15.90%,38.20%,1.00%,0.00%,4.50%,57,29.8,27.2,66,29.2,36.8,87.7,17.8,19.9,50,NA,50,88.7,39,37.1,7.4,5.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.50%,99.10%,99.50%,Lowest Subgroup Rate: SwD,95.40%,98.50%,95.40%,98.50%,22.90%,27.10%,25.00%,25.00%,0.346,0.367,0.394,0.488,0.402,0.521,0.292,0.44,0.351,0.424,0.268,0.41,0.393,0.435,0.283,0.412,0.39,0.415,0.395,0.42,NA,NA,,,NA,K-12,10,Rural,Osseo,Public school district,N,N
2017-18,4207,  NA,Cooperative Ed Serv Agcy 10,Owen-Withee,62.1,Meets Few Expectations,K4,12,NA,493,1.00%,0.20%,1.20%,5.70%,0.60%,90.90%,0.40%,12.60%,48.10%,1.00%,0.00%,3.70%,55,24.3,30.7,48.9,20.7,28.2,60.3,26.7,33.6,NA,NA,NA,86.3,40,37.7,4.7,3.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,99.10%,99.60%,99.50%,Lowest Subgroup Rate: SwD,92.60%,94%,96.30%,95.20%,16.30%,33.70%,25.00%,25.00%,0.328,0.367,0.566,0.488,0.487,0.521,0.521,0.44,0.335,0.424,0.447,0.41,0.282,0.435,0.399,0.412,0.194,0.415,0.35,0.42,NA,NA,,,NA,K-12,10,Rural,Owen,Public school district,N,N
2017-18,5467,  NA,Cooperative Ed Serv Agcy 10,Spencer,73.8,Exceeds Expectations,K4,12,NA,707,0.00%,0.10%,0.70%,3.80%,0.00%,92.90%,2.40%,12.00%,39.00%,2.00%,1.00%,2.80%,70.8,37.6,33.2,55.6,31.1,24.5,78.5,40.6,37.9,NA,NA,NA,91.8,39.7,38.2,8.7,5.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.70%,98.30%,97.70%,98.70%,Lowest Subgroup Rate: SwD,86.40%,89.70%,86.40%,93.10%,22.30%,27.70%,25.00%,25.00%,0.389,0.367,0.503,0.488,0.598,0.521,0.518,0.44,0.531,0.424,0.418,0.41,0.585,0.435,0.494,0.412,0.556,0.415,0.462,0.42,NA,NA,,,NA,K-12,10,Rural,Spencer,Public school district,N,N
2017-18,5593,  NA,Cooperative Ed Serv Agcy 10,Stanley-Boyd Area,82.5,Exceeds Expectations,K4,12,NA,"1,082",0.80%,0.50%,0.90%,2.30%,0.00%,93.30%,2.10%,13.50%,51.50%,0.60%,0.00%,5.40%,71.7,34.8,36.9,80.3,36.8,43.5,83.2,15.6,17.6,25,25,50,91.1,38.7,38.1,7.4,6.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.70%,98.80%,97.70%,98.80%,Lowest Subgroup Rate: SwD,93%,96.30%,93%,96.30%,14.00%,36.00%,25.00%,25.00%,0.362,0.367,0.577,0.488,0.513,0.521,0.426,0.44,0.434,0.424,0.516,0.41,0.481,0.435,0.523,0.412,0.483,0.415,0.544,0.42,NA,NA,,,NA,K-12,10,NA,Stanley,Public school district,N,N
2017-18,5726,  NA,Cooperative Ed Serv Agcy 10,Thorp,64.6,Meets Expectations,K4,12,NA,614,0.20%,0.50%,1.10%,3.70%,0.00%,93.20%,1.30%,12.90%,43.00%,1.50%,0.00%,5.20%,62.8,33.1,29.7,51.8,29.2,22.6,57.3,30.8,26.5,NA,NA,NA,88.8,38.7,38.1,7.1,4.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.80%,99.30%,99.80%,Lowest Subgroup Rate: White,99.30%,99.80%,99.30%,99.80%,19.70%,30.30%,25.00%,25.00%,0.352,0.367,0.506,0.488,0.538,0.521,0.437,0.44,0.495,0.424,0.422,0.41,0.455,0.435,0.368,0.412,0.366,0.415,0.348,0.42,NA,NA,,,NA,K-12,10,Rural,Thorp,Public school district,N,N
2017-18,119,  NA,Cooperative Ed Serv Agcy 11,Amery,76.4,Exceeds Expectations,K4,12,NA,"1,526",0.40%,0.70%,1.20%,3.50%,0.00%,91.60%,2.70%,12.70%,33.60%,0.50%,0.00%,2.20%,74.6,37.4,37.2,78.4,37.8,40.6,61.2,17.8,17.4,13.2,12.8,26,91.4,37.8,38.7,7.6,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,99.40%,99%,99.40%,Lowest Subgroup Rate: SwD,94.70%,96.40%,94.70%,96.40%,25.90%,24.10%,25.00%,25.00%,0.425,0.367,0.57,0.488,0.62,0.521,0.583,0.44,0.527,0.424,0.527,0.41,0.549,0.435,0.526,0.412,0.493,0.415,0.53,0.42,NA,NA,,,NA,K-12,11,Rural,Amery,Public school district,N,N
2017-18,231,  NA,Cooperative Ed Serv Agcy 11,Baldwin-Woodville Area,78.5,Exceeds Expectations,K4,12,NA,"1,727",0.20%,0.90%,1.00%,4.10%,0.00%,90.60%,3.10%,15.00%,18.80%,1.70%,0.00%,2.30%,75,38.6,36.4,69.8,38.7,31.1,76.8,23.2,23.4,30.2,NA,30.2,90.2,38.3,37.8,8.1,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.10%,98.60%,99%,Lowest Subgroup Rate: EL,100%,100%,90.50%,96.30%,35.80%,14.20%,25.00%,25.00%,0.373,0.367,0.514,0.488,0.657,0.521,0.503,0.44,0.497,0.424,0.476,0.41,0.561,0.435,0.466,0.412,0.547,0.415,0.54,0.42,NA,NA,,,NA,K-12,11,Rural,Baldwin,Public school district,N,N
2017-18,308,  NA,Cooperative Ed Serv Agcy 11,Barron Area,68.5,Meets Expectations,K4,12,NA,"1,256",0.50%,0.60%,14.00%,6.40%,0.10%,75.30%,3.10%,14.10%,52.90%,15.80%,0.80%,4.20%,54.5,30,24.5,65.1,32.1,33,67.4,17.9,18.5,11.4,19.6,31,81.9,33.3,37.8,6.4,4.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.60%,98.40%,98.10%,98.60%,Lowest Subgroup Rate: Black,95.30%,96.30%,98.80%,99.10%,13.10%,36.90%,25.00%,25.00%,0.325,0.367,0.391,0.488,0.48,0.521,0.284,0.44,0.405,0.424,0.271,0.41,0.4,0.435,0.272,0.412,0.374,0.415,0.314,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Advanced Learning Academy of Wisconsin.,NA,K-12,11,Rural,Barron,Public school district,N,N
2017-18,441,  NA,Cooperative Ed Serv Agcy 11,Birchwood,78.4,Exceeds Expectations,K4,12,NA,303,1.00%,0.30%,0.70%,3.30%,0.00%,90.10%,4.60%,19.50%,49.50%,0.00%,0.30%,8.30%,60.6,31.5,29.1,79.3,38.7,40.6,76.8,34.1,42.7,NA,NA,NA,89.8,40,37.3,6.6,5.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,98.60%,98.80%,98.60%,Lowest Subgroup Rate: SwD,97.10%,95.50%,97.10%,95.50%,15.30%,34.70%,25.00%,25.00%,0.435,0.367,0.438,0.488,0.44,0.521,0.333,0.44,0.388,0.424,0.275,0.41,0.395,0.435,0.389,0.412,0.434,0.415,0.414,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Bobcat Virtual Academy.,NA,K-12,11,Rural,Birchwood,Public school district,N,N
2017-18,637,  NA,Cooperative Ed Serv Agcy 11,Boyceville Community,83.2,Significantly Exceeds Expectations,K4,12,NA,734,0.00%,0.30%,0.70%,2.90%,0.00%,94.30%,1.90%,17.40%,40.30%,0.10%,0.00%,3.80%,71,34.4,36.6,80.3,33,47.3,88.7,43.9,44.8,NA,NA,NA,91.4,38.9,37.5,8.3,6.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,98.40%,98.90%,98.30%,Lowest Subgroup Rate: SwD,98.50%,94.30%,98.50%,94.30%,21.50%,28.50%,25.00%,25.00%,0.356,0.367,0.524,0.488,0.501,0.521,0.439,0.44,0.403,0.424,0.438,0.41,0.471,0.435,0.54,0.412,0.456,0.415,0.546,0.42,NA,NA,,,NA,K-12,11,Rural,Boyceville,Public school district,N,N
2017-18,903,  NA,Cooperative Ed Serv Agcy 11,Cameron,73.2,Exceeds Expectations,K4,12,NA,"1,048",0.70%,0.40%,1.60%,3.00%,0.00%,92.60%,1.80%,11.50%,39.60%,0.30%,1.00%,2.80%,67.1,33.5,33.6,71.8,32.1,39.7,67,17.4,19.2,NA,30.4,30.4,86.2,35.4,37.2,6.7,6.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,50,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.60%,99.80%,99.60%,Lowest Subgroup Rate: SwD,98.60%,98.30%,98.60%,98.30%,21.90%,28.10%,25.00%,25.00%,0.386,0.367,0.464,0.488,0.561,0.521,0.425,0.44,0.456,0.424,0.452,0.41,0.496,0.435,0.464,0.412,0.419,0.415,0.473,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Cameron Academy of Virtual Education.,NA,K-12,11,Rural,Cameron,Public school district,N,N
2017-18,1080,  NA,Cooperative Ed Serv Agcy 11,Chetek-Weyerhaeuser Area,83.8,Significantly Exceeds Expectations,K4,12,NA,933,1.30%,0.90%,1.30%,1.60%,0.00%,91.50%,3.40%,10.20%,43.10%,0.00%,0.50%,5.10%,72.1,35.9,36.2,79.4,37.8,41.6,90.9,22.1,18.8,25,25,50,91.2,39.4,37.4,6.8,7.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.90%,99.80%,99.80%,Lowest Subgroup Rate: SwD,97.70%,99.40%,97.70%,99.40%,19.60%,30.40%,25.00%,25.00%,0.389,0.367,0.557,0.488,0.51,0.521,0.556,0.44,0.473,0.424,0.496,0.41,0.521,0.435,0.552,0.412,0.482,0.415,0.47,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Link2Learn Virtual Charter School.,NA,K-12,11,NA,Chetek,Public school district,N,N
2017-18,1120,  NA,Cooperative Ed Serv Agcy 11,Clayton,66.7,Meets Expectations,K4,12,NA,350,0.30%,0.30%,0.00%,0.30%,0.00%,97.40%,1.70%,18.90%,51.40%,0.00%,0.00%,2.90%,53.8,27.7,26.1,67,31.1,35.9,53.2,27,26.2,NA,NA,NA,87,39.3,38.2,5.4,4.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,99.20%,99%,99.20%,Lowest Subgroup Rate: SwD,94.40%,96.10%,94.40%,96.10%,14.10%,35.90%,25.00%,25.00%,0.341,0.367,0.481,0.488,0.513,0.521,0.362,0.44,0.429,0.424,0.314,0.41,0.293,0.435,0.314,0.412,0.27,0.415,0.276,0.42,NA,NA,,,NA,K-12,11,Rural,Clayton,Public school district,N,N
2017-18,1127,  NA,Cooperative Ed Serv Agcy 11,Clear Lake,65.6,Meets Expectations,K4,12,NA,609,0.80%,0.30%,0.00%,3.00%,0.00%,93.80%,2.10%,13.00%,33.20%,1.00%,0.00%,2.60%,56.9,29.5,27.4,60.3,28.2,32.1,57.8,27,30.8,NA,NA,NA,87.4,37.5,38,6.1,5.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.90%,100%,99.90%,Lowest Subgroup Rate: White,100%,99.90%,100%,99.90%,26.20%,23.80%,25.00%,25.00%,0.339,0.367,0.401,0.488,0.507,0.521,0.337,0.44,0.348,0.424,0.353,0.41,0.375,0.435,0.323,0.412,0.359,0.415,0.306,0.42,NA,NA,,,NA,K-12,11,Rural,Clear Lake,Public school district,N,N
2017-18,1176,  NA,Cooperative Ed Serv Agcy 11,Colfax,74.2,Exceeds Expectations,K4,12,NA,834,1.10%,0.70%,1.00%,1.80%,0.00%,95.00%,0.50%,15.00%,43.00%,0.60%,0.00%,3.80%,58.3,30.3,28,77.5,39.7,37.8,71.8,37,34.8,NA,NA,NA,85.1,35.7,37.2,7.1,5.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.90%,100%,99.90%,Lowest Subgroup Rate: White,100%,100%,100%,100%,19.70%,30.30%,25.00%,25.00%,0.345,0.367,0.481,0.488,0.445,0.521,0.299,0.44,0.296,0.424,0.286,0.41,0.386,0.435,0.283,0.412,0.438,0.415,0.39,0.42,NA,NA,,,NA,K-12,11,Rural,Colfax,Public school district,N,N
