School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,1204,  NA,Cooperative Ed Serv Agcy 10,Cornell,71.8,Meets Expectations,K4,12,NA,406,1.50%,1.00%,0.70%,3.00%,0.00%,92.10%,1.70%,21.90%,57.90%,0.00%,0.00%,4.70%,69.6,33.8,35.8,55.6,26.4,29.2,79.6,37.9,41.7,NA,NA,NA,91.1,38.5,39.5,7.3,5.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,92.80%,95.60%,92.80%,95.60%,Lowest Subgroup Rate: White,93.40%,95.80%,93.40%,95.80%,9.70%,40.30%,25.00%,25.00%,0.523,0.502,0.426,0.424,0.525,0.425,0.479,0.405,0.502,0.434,0.506,0.405,0.496,0.423,0.521,0.418,0.43,0.406,0.498,0.41,NA,NA,,NA,,,K-12,10,Rural,Cornell,Public school district,N,N
2018-19,1554,  NA,Cooperative Ed Serv Agcy 10,Eau Claire Area,70.5,Meets Expectations,K4,12,NA,"11,355",0.60%,9.60%,2.60%,5.50%,0.20%,76.20%,5.40%,13.50%,37.80%,3.60%,1.20%,3.30%,69.3,34.1,35.2,61.2,28.2,33,67.9,17.9,17.8,13.1,19.1,32.2,84.4,35.8,35.2,7,6.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.40%,97.80%,97.50%,97.80%,Lowest Subgroup Rate: Amer Indian,88.90%,93.50%,88.90%,93.50%,23.10%,26.90%,25.00%,25.00%,0.555,0.502,0.498,0.424,0.491,0.425,0.493,0.405,0.493,0.434,0.492,0.405,0.459,0.423,0.488,0.418,0.436,0.406,0.48,0.41,NA,NA,,NA,,,K-12,10,NA,Eau Claire,Public school district,N,N
2018-19,1600,  NA,Cooperative Ed Serv Agcy 10,Eleva-Strum,67.6,Meets Expectations,K4,12,NA,632,0.00%,0.00%,0.80%,9.00%,0.00%,88.80%,1.40%,12.70%,40.00%,2.40%,0.00%,3.50%,64.5,32.3,32.2,52.7,25.4,27.3,67.3,33.4,33.9,NA,NA,NA,87.6,37.9,37.4,6.8,5.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.60%,99.80%,99.60%,Lowest Subgroup Rate: SwD,98.00%,99.30%,98.00%,99.30%,21.70%,28.30%,25.00%,25.00%,0.496,0.502,0.431,0.424,0.445,0.425,0.445,0.405,0.443,0.434,0.474,0.405,0.445,0.423,0.438,0.418,0.393,0.406,0.403,0.41,NA,NA,,NA,,,K-12,10,Rural,Strum,Public school district,N,N
2018-19,1729,  NA,Cooperative Ed Serv Agcy 10,Fall Creek,74.4,Exceeds Expectations,K4,12,NA,852,0.00%,0.20%,0.50%,2.50%,0.20%,94.00%,2.60%,13.80%,24.60%,0.10%,0.00%,2.70%,68.5,35.1,33.4,62.2,31.1,31.1,75.8,37.9,37.9,NA,NA,NA,89.4,38.4,37.4,6.5,7.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.10%,99.30%,99.10%,Lowest Subgroup Rate: SwD,95.90%,97.40%,97.30%,97.90%,31.90%,18.10%,25.00%,25.00%,0.569,0.502,0.471,0.424,0.477,0.425,0.444,0.405,0.529,0.434,0.473,0.405,0.498,0.423,0.453,0.418,0.457,0.406,0.464,0.41,NA,NA,,NA,,,K-12,10,Rural,Fall Creek,Public school district,N,N
2018-19,5757,  NA,Cooperative Ed Serv Agcy 10,Flambeau,68.3,Meets Expectations,K4,12,NA,578,0.90%,0.00%,0.30%,1.40%,0.00%,96.70%,0.70%,13.80%,55.00%,0.00%,0.00%,5.40%,51.7,26.3,25.4,64.2,34,30.2,66.6,20.4,18,15.7,12.5,28.2,84.2,35.8,37.6,5.3,5.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.20%,99.20%,99.30%,Lowest Subgroup Rate: SwD,94.60%,96.50%,94.60%,97.10%,11.70%,38.30%,25.00%,25.00%,0.378,0.502,0.278,0.424,0.304,0.425,0.298,0.405,0.3,0.434,0.339,0.405,0.314,0.423,0.297,0.418,0.294,0.406,0.297,0.41,NA,NA,,NA,,,K-12,10,Rural,Tony,Public school district,N,N
2018-19,2135,  NA,Cooperative Ed Serv Agcy 10,Gilman,70.9,Meets Expectations,K4,12,NA,326,0.00%,0.00%,0.00%,0.30%,0.00%,97.50%,2.10%,13.50%,55.20%,0.00%,0.30%,4.30%,55.2,26.6,28.6,59.3,28.2,31.1,79.9,42.7,37.2,NA,NA,NA,86.8,38.7,38.4,5.5,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.40%,99.60%,99.40%,Lowest Subgroup Rate: Econ Disadv,99.30%,99.80%,99.30%,99.80%,11.50%,38.50%,25.00%,25.00%,0.357,0.502,0.426,0.424,0.376,0.425,0.389,0.405,0.296,0.434,0.403,0.405,0.335,0.423,0.366,0.418,0.292,0.406,0.379,0.41,NA,NA,,NA,,,K-12,10,Rural,Gilman,Public school district,N,N
2018-19,2142,  NA,Cooperative Ed Serv Agcy 10,Gilmanton,75,Exceeds Expectations,K4,12,NA,150,0.00%,0.00%,0.00%,2.70%,0.00%,95.30%,2.00%,15.30%,49.30%,0.00%,0.00%,3.30%,67.5,32.7,34.8,68.9,34,34.9,72.2,39.1,33.1,NA,NA,NA,90.9,NA,76.6,NA,14.3,100,50,50,100,50,50,100,50,50,NA,100,NA,80,NA,20,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.70%,99.00%,99.70%,Lowest Subgroup Rate: Econ Disadv,97.80%,99.30%,97.80%,99.30%,15.50%,34.50%,25.00%,25.00%,0.491,0.502,0.514,0.424,0.427,0.425,0.534,0.405,0.398,0.434,0.52,0.405,0.44,0.423,0.42,0.418,0.351,0.406,0.5,0.41,NA,NA,,NA,,,K-12,10,Rural,Gilmanton,Public school district,N,N
2018-19,2226,  NA,Cooperative Ed Serv Agcy 10,Granton Area,71.2,Meets Expectations,K4,12,NA,233,1.30%,0.90%,0.00%,11.60%,0.00%,82.00%,4.30%,10.30%,69.50%,6.40%,0.00%,5.20%,56,29.8,26.2,64.1,35.9,28.2,74.7,37.2,37.5,NA,NA,NA,83.6,NA,76,4.7,2.9,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,98.90%,100%,98.90%,Lowest Subgroup Rate: White,100%,98.70%,100%,98.70%,5.00%,45.00%,25.00%,25.00%,0.496,0.502,0.358,0.424,0.321,0.425,0.277,0.405,0.374,0.434,0.338,0.405,0.371,0.423,0.318,0.418,0.35,0.406,0.308,0.41,NA,NA,,NA,,,K-12,10,Rural,Granton,Public school district,N,N
2018-19,2394,  NA,Cooperative Ed Serv Agcy 10,Greenwood,83,Significantly Exceeds Expectations,K4,12,NA,358,1.10%,0.30%,0.80%,4.50%,0.00%,91.30%,2.00%,10.60%,47.50%,0.60%,0.00%,4.20%,67.3,33.9,33.4,82.2,39.7,42.5,87,43.9,43.1,NA,NA,NA,90.4,40,37.8,7.1,5.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.20%,99.10%,99.30%,Lowest Subgroup Rate: SwD,92.30%,97.50%,92.30%,96.20%,16.70%,33.30%,25.00%,25.00%,0.51,0.502,0.398,0.424,0.414,0.425,0.429,0.405,0.457,0.434,0.342,0.405,0.468,0.423,0.472,0.418,0.461,0.406,0.544,0.41,NA,NA,,NA,,,K-12,10,Rural,Greenwood,Public school district,N,N
2018-19,2856,  NA,Cooperative Ed Serv Agcy 10,Ladysmith,60.3,Meets Few Expectations^,K4,12,NA,806,0.90%,0.90%,1.40%,2.50%,0.00%,90.00%,4.50%,15.60%,60.20%,0.00%,0.00%,6.70%,64.2,31.3,32.9,49.9,23.5,26.4,50.5,13.8,14.2,12.8,9.7,22.5,86.4,35.7,37.1,6.3,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.80%,98.20%,98.80%,Lowest Subgroup Rate: SwD,93.30%,96.60%,93.30%,96.60%,8.20%,41.80%,25.00%,25.00%,0.476,0.502,0.405,0.424,0.462,0.425,0.44,0.405,0.44,0.434,0.501,0.405,0.423,0.423,0.475,0.418,0.383,0.406,0.431,0.41,NA,NA,^Outlier change in score from last year (see below),NA,,,K-12,10,Rural,Ladysmith,Public school district,N,N
2018-19,2891,  NA,Cooperative Ed Serv Agcy 10,Lake Holcombe,59,Meets Few Expectations,K4,12,NA,316,0.00%,1.30%,0.90%,1.60%,0.00%,93.00%,3.20%,13.30%,54.40%,0.60%,0.00%,2.80%,53.4,27.2,26.2,35.7,16.9,18.8,68.2,35.8,32.4,NA,NA,NA,88,39.4,37.7,6.5,4.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,100%,100%,100%,Lowest Subgroup Rate: White,100%,100%,100%,100%,12.10%,37.90%,25.00%,25.00%,0.46,0.502,0.43,0.424,0.391,0.425,0.49,0.405,0.398,0.434,0.299,0.405,0.31,0.423,0.29,0.418,0.252,0.406,0.295,0.41,NA,NA,,NA,,,K-12,10,Rural,Holcombe,Public school district,N,N
2018-19,3206,  NA,Cooperative Ed Serv Agcy 10,Loyal,73.4,Exceeds Expectations,K4,12,NA,502,0.20%,0.00%,0.20%,7.80%,0.00%,90.60%,1.20%,10.40%,43.80%,5.00%,0.00%,2.00%,60.7,30.1,30.6,71.7,33,38.7,70.8,36,34.8,NA,NA,NA,87.9,37.5,38.3,7.2,4.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.90%,100%,99.90%,Lowest Subgroup Rate: Hispanic,100%,100%,100%,100%,19.10%,30.90%,25.00%,25.00%,0.474,0.502,0.399,0.424,0.384,0.425,0.365,0.405,0.374,0.434,0.377,0.405,0.381,0.423,0.404,0.418,0.365,0.406,0.386,0.41,NA,NA,,NA,,,K-12,10,Rural,Loyal,Public school district,N,N
2018-19,3409,  NA,Cooperative Ed Serv Agcy 10,Medford Area Public,70.1,Meets Expectations,K4,12,NA,"2,164",0.40%,0.30%,0.60%,6.30%,0.00%,91.30%,1.00%,14.70%,41.70%,2.40%,0.40%,2.30%,67.1,33.8,33.3,65.1,32.1,33,61.6,19.2,14.2,14.4,13.8,28.2,86.9,36.8,37.9,6.4,5.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.10%,98.30%,98.10%,Lowest Subgroup Rate: EL,94.30%,96.40%,92.50%,94.90%,20.50%,29.50%,25.00%,25.00%,0.48,0.502,0.481,0.424,0.451,0.425,0.467,0.405,0.473,0.434,0.442,0.405,0.43,0.423,0.458,0.418,0.455,0.406,0.438,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Rural Virtual Academy.,,K-12,10,Rural,Medford,Public school district,N,N
2018-19,3668,  NA,Cooperative Ed Serv Agcy 10,Mondovi,68.9,Meets Expectations,K4,12,NA,991,0.20%,0.20%,0.60%,3.50%,0.10%,93.00%,2.30%,15.80%,40.70%,0.90%,0.00%,5.10%,64.5,34.3,30.2,59.3,28.2,31.1,65.8,32.2,33.6,NA,NA,NA,86.8,37.2,38,6.2,5.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.50%,99.70%,99.50%,Lowest Subgroup Rate: SwD,97.60%,97.00%,97.60%,97.00%,21.20%,28.80%,25.00%,25.00%,0.593,0.502,0.458,0.424,0.531,0.425,0.426,0.405,0.523,0.434,0.394,0.405,0.455,0.423,0.404,0.418,0.436,0.406,0.399,0.41,NA,NA,,NA,,,K-12,10,Rural,Mondovi,Public school district,N,N
2018-19,3899,  NA,Cooperative Ed Serv Agcy 10,Neillsville,69.8,Meets Expectations,K4,12,NA,927,1.40%,0.90%,1.40%,5.60%,0.10%,90.50%,0.10%,15.00%,41.60%,2.00%,0.00%,2.80%,58.5,28.4,30.1,65.1,26.4,38.7,69.2,20,21.3,15.7,12.2,27.9,85.3,36,37.5,6.2,5.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.60%,99.70%,99.50%,Lowest Subgroup Rate: Econ Disadv,99.70%,99.60%,99.70%,99.40%,20.60%,29.40%,25.00%,25.00%,0.449,0.502,0.395,0.424,0.35,0.425,0.338,0.405,0.376,0.434,0.371,0.405,0.378,0.423,0.385,0.418,0.29,0.406,0.411,0.41,NA,NA,,NA,,,K-12,10,Rural,Neillsville,Public school district,N,N
2018-19,3920,  NA,Cooperative Ed Serv Agcy 10,New Auburn,62,Meets Few Expectations,K4,12,NA,316,0.00%,0.30%,0.30%,2.80%,0.60%,92.10%,3.80%,12.70%,49.40%,0.00%,0.00%,5.40%,53.3,25.5,27.8,48,20.7,27.3,65.7,31.2,34.5,NA,NA,NA,83.2,36.8,37.9,5.3,3.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.80%,100%,99.80%,Lowest Subgroup Rate: White,100%,99.80%,100%,99.80%,15.40%,34.60%,25.00%,25.00%,0.465,0.502,0.401,0.424,0.33,0.425,0.36,0.405,0.305,0.434,0.34,0.405,0.256,0.423,0.374,0.418,0.325,0.406,0.388,0.41,NA,NA,,NA,,,K-12,10,Rural,New Auburn,Public school district,N,N
2018-19,4186,  NA,Cooperative Ed Serv Agcy 10,Osseo-Fairchild,77.5,Exceeds Expectations,K4,12,NA,817,1.20%,0.70%,0.50%,2.20%,0.00%,94.10%,1.20%,16.50%,40.50%,1.00%,0.00%,3.90%,58.7,29.8,28.9,75.6,32.1,43.5,85.4,40.8,44.6,NA,NA,NA,87.9,37.7,37.8,6.6,5.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,98.80%,98.50%,99.00%,Lowest Subgroup Rate: SwD,93.50%,95.90%,94.60%,96.20%,21.30%,28.70%,25.00%,25.00%,0.409,0.502,0.31,0.424,0.357,0.425,0.294,0.405,0.391,0.434,0.294,0.405,0.39,0.423,0.369,0.418,0.36,0.406,0.426,0.41,NA,NA,,NA,,,K-12,10,Rural,Osseo,Public school district,N,N
2018-19,4207,  NA,Cooperative Ed Serv Agcy 10,Owen-Withee,64.8,Meets Expectations,K4,12,NA,483,0.80%,0.80%,1.00%,7.20%,0.60%,89.00%,0.40%,13.00%,54.70%,2.10%,0.20%,3.70%,51,22.8,28.2,52.7,21.6,31.1,67.9,35.3,32.6,NA,NA,NA,86.7,38.9,39.6,4,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.20%,99.10%,99.50%,Lowest Subgroup Rate: SwD,93.90%,94.90%,93.90%,95.80%,11.90%,38.10%,25.00%,25.00%,0.431,0.502,0.448,0.424,0.308,0.425,0.407,0.405,0.301,0.434,0.383,0.405,0.213,0.423,0.329,0.418,0.211,0.406,0.33,0.41,NA,NA,,NA,,,K-12,10,Rural,Owen,Public school district,N,N
2018-19,5467,  NA,Cooperative Ed Serv Agcy 10,Spencer,71.3,Meets Expectations,K4,12,NA,676,0.10%,0.00%,0.90%,4.30%,0.00%,92.20%,2.50%,11.50%,35.20%,2.10%,0.40%,2.40%,67.9,35.2,32.7,55.5,28.2,27.3,71.8,35.8,36,NA,NA,NA,90.2,38.4,37.6,8.4,5.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.00%,98.30%,98.00%,98.30%,Lowest Subgroup Rate: SwD,93.10%,93.20%,93.10%,93.20%,24.90%,25.10%,25.00%,25.00%,0.588,0.502,0.503,0.424,0.524,0.425,0.412,0.405,0.532,0.434,0.444,0.405,0.509,0.423,0.436,0.418,0.459,0.406,0.457,0.41,NA,NA,,NA,,,K-12,10,Rural,Spencer,Public school district,N,N
2018-19,5593,  NA,Cooperative Ed Serv Agcy 10,Stanley-Boyd Area,79.8,Exceeds Expectations,K4,12,NA,"1,099",0.50%,0.50%,0.60%,2.70%,0.00%,93.40%,2.20%,14.40%,55.70%,0.80%,0.00%,3.50%,70.5,34.3,36.2,73.6,34.9,38.7,83,15.8,17.2,25,25,50,90.3,38.7,38.1,6.7,6.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,98.70%,99.30%,98.70%,Lowest Subgroup Rate: SwD,95.40%,95.20%,95.40%,95.20%,11.20%,38.80%,25.00%,25.00%,0.509,0.502,0.461,0.424,0.436,0.425,0.526,0.405,0.47,0.434,0.52,0.405,0.474,0.423,0.539,0.418,0.448,0.406,0.513,0.41,NA,NA,,NA,,,K-12,10,NA,Stanley,Public school district,N,N
2018-19,5726,  NA,Cooperative Ed Serv Agcy 10,Thorp,62.2,Meets Few Expectations,K4,12,NA,602,0.20%,0.30%,0.00%,3.70%,0.00%,94.70%,1.20%,13.80%,50.70%,2.30%,0.00%,3.20%,59.5,31.4,28.1,48,23.5,24.5,58.5,33.9,24.6,NA,NA,NA,87.6,38.4,38.1,6.1,5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.80%,100%,99.80%,Lowest Subgroup Rate: White,100%,99.80%,100%,99.80%,14.50%,35.50%,25.00%,25.00%,0.491,0.502,0.41,0.424,0.475,0.425,0.387,0.405,0.466,0.434,0.37,0.405,0.376,0.423,0.331,0.418,0.37,0.406,0.347,0.41,NA,NA,,NA,,,K-12,10,Rural,Thorp,Public school district,N,N
2018-19,119,  NA,Cooperative Ed Serv Agcy 11,Amery,73.1,Exceeds Expectations,K4,12,NA,"1,554",0.50%,0.80%,1.20%,3.50%,0.00%,91.10%,3.00%,13.30%,38.30%,0.90%,0.10%,3.40%,73.2,36.6,36.6,63.2,31.1,32.1,65.5,19.4,16.7,15.2,14.2,29.4,91.4,38.8,37.4,7.8,7.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,98.90%,98.90%,98.90%,Lowest Subgroup Rate: SwD,95.30%,94.90%,95.90%,95.10%,22.80%,27.20%,25.00%,25.00%,0.579,0.502,0.545,0.424,0.534,0.425,0.524,0.405,0.549,0.434,0.527,0.405,0.503,0.423,0.521,0.418,0.494,0.406,0.511,0.41,NA,NA,,NA,,,K-12,11,Rural,Amery,Public school district,N,N
2018-19,231,  NA,Cooperative Ed Serv Agcy 11,Baldwin-Woodville Area,77.7,Exceeds Expectations,K4,12,NA,"1,745",0.30%,1.00%,0.90%,4.00%,0.00%,90.80%,3.10%,15.00%,23.90%,1.60%,0.00%,2.00%,75.4,38.6,36.8,77.5,41.6,35.9,69,20.5,20.8,27.7,NA,27.7,89.5,37.6,38.1,7.5,6.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.70%,98.70%,98.70%,98.70%,Lowest Subgroup Rate: Two or More,93.80%,95.80%,93.80%,95.80%,32.40%,17.60%,25.00%,25.00%,0.631,0.502,0.481,0.424,0.497,0.425,0.46,0.405,0.531,0.434,0.449,0.405,0.542,0.423,0.529,0.418,0.516,0.406,0.529,0.41,NA,NA,,NA,,,K-12,11,Rural,Baldwin,Public school district,N,N
